Text#,Type,Issued,Title,Language,Authors,Subjects,LoCC,Bookshelves,category
58839,Text,2019-02-07,Advice on Fox-Hunting,en,"Willoughby de Broke, Henry Verney, baron, 1844-1902; Willoughby de Broke, Richard Greville Verney, baron, 1869-1923 [Author of introduction, etc.]",Fox hunting,SK,,S
58849,Text,2019-02-10,Steam Navigation and Its Relation to the Commerce of Canada and the United States,en,"Croil, James, 1821-1916",Steam-navigation -- History; Shipping -- Canada -- History; Shipping -- United States -- History,VM,,V
58852,Text,2019-02-10,"A History of the Coldstream Guards, from 1815 to 1895",en,"Ross, J. (John), 1848-1926; Wilkinson, Nevile Rodwell, Sir, 1869-1940 [Illustrator]","Great Britain -- History -- Victoria, 1837-1901; Great Britain. Army. Coldstream Guards",UA,,U
58867,Text,2019-02-11,"Biology and Its Makers
With Portraits and Other Illustrations",en,"Locy, William A. (William Albert), 1857-1924",Biology -- History,QH,,Q
58871,Text,2019-02-11,My Musical Life,en,"Damrosch, Walter, 1862-1950","Damrosch, Walter, 1862-1950; Conductors (Music) -- United States -- Biography",ML,,M
58887,Text,2019-02-14,"Aviation in Canada, 1917-1918
Being a Brief Account of the Work of the Royal Air Force Canada, the Aviation Department of the Imperial Munitions Board, and the Canadian Aeroplanes Limited",en,"Sullivan, Alan, 1868-1947 [Compiler]","Airplanes; Canada. Royal Flying Corps; Canada. Imperial Munitions Board. Aviation Department; Canadian aeroplanes, limited, Toronto; Aeronautics, Military -- Canada",UG,,U
58981,Text,2019-02-28,"History of Sculpture, Painting, and Architecture",en,"Memes, J. S. (John Smythe)",Art -- History,N,,N
58982,Text,2019-02-28,Vagabond Adventures,en,"Keeler, Ralph, 1840-1873","Keeler, Ralph, 1840-1873; Minstrel shows",CT,,C
59016,Text,2019-03-05,"Post Exchange Methods
A Manual for Exchange Stewards, Exchange Officers, Members of Exchange Councils, Commanding Officers, Being an Exposition of a Simple and Efficient System of Accounting Which Is Applicable to Large and to Small Exchanges Alike.",en,"Bunker, Paul D. (Paul Delmont), 1881-1943",Military exchanges -- United States -- Accounting,UC,,U
59135,Text,2019-03-26,"Development of Muslim Theology, Jurisprudence, and Constitutional Theory",en,"MacDonald, Duncan Black, 1863-1943",Islam -- Doctrines -- History; Islamic law -- History; Islam and state -- History; Constitutional law (Islamic law),BP,,B
59209,Text,2019-04-05,"The Defensive Armour and the Weapons and Engines of War of Mediæval Times, and of the ""Renaissance.""",en,"Clephan, R. Coltman (Robert Coltman)",Weapons; Armor,U,,U
59260,Text,2019-04-12,"History of the Royal Sappers and Miners, Volume 2 (of 2)
From the Formation of the Corps in March 1712 to the date when its designation was changed to that of Royal Engineers",en,"Connolly, T. W. J. (Thomas William John)",Great Britain. Army. Royal Sappers and Miners,UG,,U
59308,Text,2019-04-18,"Books Relating to Applied Science, Published by E & F. N. Spon, 1887.",en,E. & F. N. Spon,Publishers' catalogs -- England -- London; E. & F. N. Spon -- Catalogs; Science -- Bibliography -- Catalogs; Engineering -- Bibliography -- Catalogs,Z,,Z
59335,Text,2019-04-23,"Harper's Round Table, September 15, 1896",en,Various,Children's periodicals,AP,,A
59440,Text,2019-05-05,Rake Knitting Patterns,en,"Thompson, Bertha, 1882-",Knitting,TT,,T
59502,Text,2019-05-14,The Preparation of Bees for Outdoor Wintering,en,"Demuth, Geo. S. (George S.); Phillips, Everett Franklin, 1878-1951",Bee culture,S; SF,,S
59510,Text,2019-05-14,Dr. Southwood Smith: A Retrospect,en,"Lewes, Gertrude Hill","Physicians -- Great Britain -- Biography; Smith, Southwood, 1788-1861",CT,,C
59546,Text,2019-05-19,Turkey Raising,en,"Lee, Alfred R., 1887-; Marsden, Stanley J., 1897-; Jull, Morley A. (Morley Allan), 1885-1959 [Editor]",Turkeys,S; SF,,S
59552,Text,2019-05-19,"The life and correspondence of Sir Anthony Panizzi, K.C.B., Vol. 2 (of 2)
Late principal librarian of the British museum, senator of Italy, etc.",en,"Fagan, Louis, 1845-1903","Panizzi, Anthony, Sir, 1797-1879",Z,,Z
59563,Text,2019-05-20,"A Military Dictionary and Gazetteer
Comprising ancient and modern military technical terms, historical accounts of all North American Indians, as well as ancient warlike tribes; also notices of battles from the earliest period to the present time, with a concise explanation of terms used in heraldry and the offices thereof. The work also gives valuable geographical information. Compiled from the best authorities of all nations. With an appendix containing the Articles of war, etc.",en,"Wilhelm, Thomas",Naval art and science -- Dictionaries; Military art and science -- Dictionaries; English language -- Terms and phrases; Naval biography; Military biography,U,,U
59579,Text,2019-05-22,"The American Agriculturist. Vol. II. No. XI, December 1843
Designed to Improve the Planter, the Farmer, the Stock-breeder, and the Horticulturist",en,"Various; Allen, A. B. (Anthony Benezet), 1802-1892 [Editor]",Agriculture -- United States -- Periodicals; Agriculture -- Periodicals,S,,S
59604,Text,2019-05-25,A Selection of Cartoons from Puck,en,"Keppler, Joseph Ferdinand, 1838-1894; Bunner, H. C. (Henry Cuyler), 1855-1896 [Contributor]","American wit and humor, Pictorial",NC,,N
59658,Text,2019-06-02,Some Salient Points in the Science of the Earth,en,"Dawson, John William, Sir, 1820-1899",Geology; Paleontology,QE,,Q
59674,Text,2019-06-04,Homes of the London Poor,en,"Hill, Octavia, 1838-1912",Poor -- England -- London; Charity organization; Working class -- Dwellings; Housing -- England -- London,HD,,H
59675,Text,2019-06-04,"Index of the Project Gutenberg Works on Women's Suffrage
Four volumes edited by Elizabeth Cady Stanton, Susan B. Anthony, and Matilda Joslyn Gage",en,"Widger, David, 1932- [Compiler]; Anthony, Susan B. (Susan Brownell), 1820-1906 [Editor]; Gage, Matilda Joslyn, 1826-1898 [Editor]; Harper, Ida Husted, 1851-1931 [Editor]; Stanton, Elizabeth Cady, 1815-1902 [Editor]",Indexes; Women -- Suffrage -- United States -- History; Women -- Suffrage -- History; Women's rights -- United States -- History; Women's rights -- History,JK,,J
59694,Text,2019-06-07,"American Masters of Painting
Being Brief Appreciations of Some American Painters",en,"Caffin, Charles H. (Charles Henry), 1854-1918",Painters -- United States,ND,,N
59837,Text,2019-06-30,"The Book Review Digest, Volume 02, 1906
[Annual Cumulation] Book Reviews of 1906 in One Alphabet",en,"Various; Fanning, C. E. (Clara Elizabeth), 1878-1938 [Editor]; Wilson, Justina Leavitt, -1955 [Editor]",Books -- Reviews -- Periodicals,Z,,Z
59843,Text,2019-06-30,"The Palace and Park
Its Natural History, and Its Portrait Gallery, Together with a Description of the Pompeian Court",en,"Forbes, Edward, 1815-1854; Latham, R. G. (Robert Gordon), 1812-1888; Owen, Richard, 1804-1892; Phillips, Samuel, 1814-1854; Scharf, George, 1820-1895; Shenton, F. K. J. (Francis Kingston John), -1893","Crystal Palace (Sydenham, London, England)",AM,,A
59867,Text,2019-07-06,"Zion National Park, Utah (1951)",en,United States. National Park Service,Zion National Park (Utah) -- Guidebooks,F786,,F
59881,Text,2019-07-10,"Bryce Canyon National Park, Utah (1952)",en,United States. National Park Service,Bryce Canyon National Park (Utah) -- Guidebooks,F786,,F
59932,Text,2019-07-17,Canada To-day and To-morrow,en,"Copping, Arthur E. (Arthur Edward), 1865-1941; Copping, Harold, 1863-1932 [Illustrator]",Canada,F1001,,F
59957,Text,2019-07-21,The Shetland Pony,en,"Douglas, A. I. (Anne Isabel); Douglas, Charles, 1865-1924; Ewart, J. C. (James Cossar), 1851-1933 [Contributor]",Shetland pony,SF,,S
59978,Text,2019-07-24,"Clermont State Historic Park, Germantown, New York",en,Anonymous,Clermont State Park (N.Y.); Livingston family,F106,,F
60038,Text,2019-08-01,Great Men as Prophets of a New Era,en,"Hillis, Newell Dwight, 1858-1929","Biography; Milton, John, 1608-1674; Dante Alighieri, 1265-1321; William I, Prince of Orange, 1533-1584; Garibaldi, Giuseppe, 1807-1882; Ruskin, John, 1819-1900; Wesley, John, 1703-1791; Cromwell, Oliver, 1599-1658; Savonarola, Girolamo, 1452-1498",CT,,C
60042,Text,2019-08-02,The Moon Princess: A Fairy Tale,en,"Harrison, Edith Ogden, 1862-1955; Perkins, Lucy Fitch, 1865-1937 [Illustrator]",Fairy tales,PZ,,P
60060,Text,2019-08-05,With Poor Immigrants to America,en,"Graham, Stephen, 1884-1975",United States -- Description and travel; United States -- Social life and customs -- 1865-1918; United States -- Emigration and immigration,E151,,E
60084,Text,2019-08-10,"Life in Southern Prisons
From the Diary of Corporal Charles Smedley, of Company G, 90th Regiment Penn'a Volunteers, Commencing a Few Days Before the ""Battle of the Wilderness"", In Which He Was Taken Prisoner ... Also, a Short Description of the March to and Battle of Gettysburg, Together with a Biographical Sketch of the Author",en,"Smedley, Charles, 1836-1864; Dobbins, Richard [Contributor]; Stubbs, Charles H. [Contributor]","United States -- History -- Civil War, 1861-1865 -- Prisoners and prisons; United States -- History -- Civil War, 1861-1865 -- Personal narratives",E456,,E
60159,Text,2019-08-24,Identification of the Larger Fungi,en,"Watling, Roy, 1938-; Kenney, Antony [Editor]",Mushrooms -- Identification; Fungi -- Great Britain -- Identification,QK,,Q
60163,Text,2019-08-24,"Culinary Chemistry
The Scientific Principles of Cookery, with Concise Instructions for Preparing Good and Wholesome Pickles, Vinegar, Conserves, Fruit Jellies, Marmalades, and Various Other Alimentary Substances Employed in Domestic Economy, with Observations on the Chemical Constitution and Nutritive Qualities of Different Kinds of Food.",en,"Accum, Friedrich Christian, 1769-1838",Cooking; Food poisoning,TX,,T
60197,Text,2019-08-30,The Attack in Trench Warfare: Impressions and Reflections of a Company Commander,en,"Laffargue, André, 1891-1994",Tactics; Intrenchments; Siege warfare; Defensive (Military science); Offensive (Military science),UG,World War I,U
60202,Text,2019-08-30,"Graham's Magazine, Vol. XL, No. 6, June 1852",en,"Various; Graham, George R., 1813-1894 [Editor]","Literature, Modern -- 19th century -- Periodicals; Literature -- Periodicals",AP,,A
60226,Text,2019-09-02,Ships & Ways of Other Days,en,"Chatterton, E. Keble (Edward Keble), 1878-1944",Seafaring life; Navigation -- History; Ships; Shipbuilding -- History,VK,,V
60275,Text,2019-09-11,"Bobbins of Belgium
A book of Belgian lace, lace-workers, lace-schools and lace-villages",en,"Kellogg, Charlotte, 1874-1960",Brussels lace committee; Lace and lace making -- Belgium,NK,,N
60334,Text,2019-09-20,"A Treatise on the Art of Midwifery
Setting Forth Various Abuses Therein, Especially as to the Practice With Instruments: the Whole Serving to Put All Rational Inquirers in a Fair Way of Very Safely Forming Their Own Judgement Upon the Question; Which It Is Best to Employ, in Cases of Pregnancy and Lying-in, a Man-midwife; Or, a Midwife",en,"Nihell, Elizabeth, 1723-1776",Obstetrics -- Early works to 1800; Midwifery -- Early works to 1800,RG,,R
60375,Text,2019-09-28,"The Colored People of Chicago
An Investigation Made for the Juvenile Protective Association",en,"Bowen, Louise de Koven, 1859-1953",African Americans -- Social conditions; African Americans -- Economic conditions; African Americans -- Illinois -- Chicago,F516,,F
60449,Text,2019-10-07,"Historical Record of the Seventy-first Regiment, Highland Light Infantry
Containing an Account of the Formation of the Regiment in 1777, and of Its Subsequent Services to 1852",en,"Cannon, Richard, 1779-1865","Great Britain. Army. Regiment of Foot, 71st (Highland Light Infantry)",UA,,U
60538,Text,2019-10-21,"The Trial of Captain John Kimber, for the Murder of Two Female Negro Slaves, on Board the Recovery, African Slave Ship
Tried at the Admiralty Sessions, Held at the Old Baily, the 7th of June, 1792",en,Student of the Temple,"Trials (Murder) -- England -- London; Kimber, John -- Trials, litigation, etc.; Women slaves -- Africa",KD,,K
60717,Text,2019-11-17,Practical School Discipline: Introductory Course,en,"Beery, Ray Coppock, 1892-",School discipline; Teachers,LB,,L
60822,Text,2019-12-01,Studies on Epidemic Influenza: Comprising Clinical and Laboratory Investigations,en,University of Pittsburgh. School of Medicine,"Influenza; Influenza Epidemic, 1918-1919",RC,,R
60858,Text,2019-12-06,Bookplates,en,"Almack, Edward, 1852-1917",Bookplates,Z,,Z
60957,Text,2019-12-18,The Court of Chancery: a satirical poem.,en,"Blewitt, Reginald James, 1799-1878",Great Britain. Court of Chancery -- Humor; Great Britain. Court of Chancery -- Poetry,K; PR,,K
61009,Text,2019-12-23,Our Old Nursery Rhymes,en,"Moffat, Alfred, 1866-1950 [Arranger]; Willebeek le Mair, H. (Henriëtte), 1889-1966 [Illustrator]","Children's poetry; Nursery rhymes; Songs with piano; Children's songs; Nursery rhymes, English",M; PZ,,M
61044,Text,2019-12-29,"The Anatomist Dissected: or the man-midwife finely brought to bed. 
Being an examination of the conduct of Mr. St. Andre. Touching the late pretended rabbit-bearer; as it appears from his own narrative.",en,"Gulliver, Lemuel (Surgeon)","Obstetrics -- Early works to 1800; Toft, Mary, 1703-1763; St. André, Nathanael, 1680-1776",RG,,R
61230,Text,2020-01-25,The Geology of Button Bay State Park,en,"Dodge, Harry W.",Geology -- Vermont -- Button Bay State Park,QE,,Q
61330,Text,2020-02-06,Elements of Trench Warfare,en,"Waldron, William H. (William Henry), 1877-1947",Intrenchments; Siege warfare,UG,,U
61365,Text,2020-02-10,The Armies of Europe,en,"Köppen, Fedor von, 1830-1904; Knötel, Richard, 1857-1914 [Illustrator]; Gleichen, Edward, Lord, 1863-1937 [Translator]",Armies -- Europe -- History -- 19th century; Europe -- Armed Forces -- History -- 19th century,UA,,U
61421,Text,2020-02-16,"Some Account of the Oxford University Press, 1468-1921",en,Oxford University Press,Oxford University Press; Printing -- England -- Oxford -- History,Z,,Z
61453,Text,2020-02-20,"Sixty Years a Bookman, With Other Recollections and Reflections",en,"Shaylor, Joseph, 1844-1923","Shaylor, Joseph, 1844-1923; Booksellers and bookselling -- Great Britain",Z,,Z
61468,Text,2020-02-21,"Memoirs of Doctor Burney (Vol. 1 of 3)
Arranged from his own manuscripts, from family papers, and from personal recollections by his daughter, Madame d'Arblay",en,"Burney, Fanny, 1752-1840","Burney, Charles, 1726-1814",ML,,M
61471,Text,2020-02-21,Ivories Ancient and Mediæval,en,"Maskell, William, 1814?-1890",Ivories,NK,,N
61476,Text,2020-02-21,Obstetrics for Nurses,en,"Reed, Charles B. (Charles Bert), 1866-",Maternity nursing,RG,,R
61526,Text,2020-02-27,"A Dictionary of Islam
Being a cyclopedia of the doctrines, rites, ceremonies, and customs, together with the technical and theological terms, of the Muhammadan religion.",en,"Hughes, Thomas Patrick, 1838-1911",Islam -- Dictionaries,BP,,B
61568,Text,2020-03-06,When They Were Girls,en,"Moore, Rebecca Deming, 1877-; Owen, Helen Mildred, 1894-1946 [Editor]; Hill, Mabel Betsy, 1877-1971 [Illustrator]",Girls -- United States -- Biography -- Juvenile literature,CT,,C
61572,Text,2020-03-07,"General History of Civilisation in Europe, From the Fall of the Roman Empire Till the French Revolution. A Treatise on Death Punishments.",en,"Guizot, François, 1787-1874",Europe -- Civilization,CB,,C
61612,Text,2020-03-14,"The Temples and Ritual of Asklepios at Epidauros and Athens
Two Lectures Delivered at the Royal Institution of Great Britain",en,"Caton, Richard, 1842-1926","Epidaurus (Extinct city). Temple of Aesculapius; Asklepieion (Athens, Greece); Asklepios (Greek deity)",BL,,B
61672,Text,2020-03-24,Handbook for Light Artillery,en,"Dyer, A. B. (Alexander Brydie), 1852-1920","Artillery, Field and mountain",UF,,U
61710,Text,2020-03-30,"The boy's Froissart
Being Sir John Froissart's Chronicles of adventure, battle, and custom in England, France, Spain, etc.",en,"Froissart, Jean, 1338?-1410?; Lanier, Sidney, 1842-1881 [Editor]; Kappes, Alfred, 1850-1894 [Illustrator]","Great Britain -- History -- 14th century; Hundred Years' War, 1339-1453; France -- History -- House of Valois, 1328-1589",D,,D
